antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Wireless and Mobile Programming'}),frozenset({'Artificial Intelligence'}),0.39,0.355,0.26,0.6666666666666666,1.8779342723004695,1.0,0.12155000000000002,1.9349999999999998,0.766393442622951,0.5360824742268041,0.483204134366925,0.6995305164319249
frozenset({'Artificial Intelligence'}),frozenset({'Wireless and Mobile Programming'}),0.355,0.39,0.26,0.7323943661971831,1.8779342723004695,1.0,0.12155000000000002,2.2794736842105263,0.7248062015503877,0.5360824742268041,0.5613022396675134,0.6995305164319249
frozenset({'Business Process Analysis'}),frozenset({'Computer Networks and Security'}),0.35,0.365,0.25,0.7142857142857143,1.9569471624266146,1.0,0.12225,2.2225,0.7523076923076922,0.5376344086021506,0.5500562429696289,0.6996086105675147
frozenset({'Computer Networks and Security'}),frozenset({'Business Process Analysis'}),0.365,0.35,0.25,0.684931506849315,1.9569471624266146,1.0,0.12225,2.0630434782608695,0.7700787401574802,0.5376344086021506,0.5152792413066385,0.6996086105675147
frozenset({'Business Process Analysis'}),frozenset({'Data Science Programming'}),0.35,0.345,0.24,0.6857142857142857,1.987577639751553,1.0,0.11925000000000001,2.0840909090909094,0.764423076923077,0.5274725274725275,0.5201744820065431,0.6906832298136646
frozenset({'Data Science Programming'}),frozenset({'Business Process Analysis'}),0.345,0.35,0.24,0.6956521739130435,1.9875776397515528,1.0,0.11925000000000001,2.1357142857142857,0.758587786259542,0.5274725274725275,0.5317725752508361,0.6906832298136646
frozenset({'Business Process Analysis'}),frozenset({'Information System Analyst and Design'}),0.35,0.355,0.25,0.7142857142857143,2.012072434607646,1.0,0.12575000000000003,2.2575000000000003,0.773846153846154,0.5494505494505495,0.5570321151716501,0.7092555331991952
frozenset({'Information System Analyst and Design'}),frozenset({'Business Process Analysis'}),0.355,0.35,0.25,0.7042253521126761,2.012072434607646,1.0,0.12575000000000003,2.1976190476190482,0.7798449612403102,0.5494505494505495,0.5449620801733479,0.7092555331991952
frozenset({'Business Process Analysis'}),frozenset({'Machine Learning'}),0.35,0.37,0.275,0.7857142857142858,2.1235521235521237,1.0,0.14550000000000002,2.9400000000000013,0.813986013986014,0.6179775280898877,0.6598639455782315,0.7644787644787645
frozenset({'Machine Learning'}),frozenset({'Business Process Analysis'}),0.37,0.35,0.275,0.7432432432432433,2.1235521235521237,1.0,0.14550000000000002,2.531578947368422,0.8398268398268398,0.6179775280898877,0.6049896049896051,0.7644787644787645
frozenset({'Management and Organizational Behavior'}),frozenset({'Business Process Analysis'}),0.375,0.35,0.26,0.6933333333333334,1.9809523809523812,1.0,0.12875000000000003,2.1195652173913047,0.7923076923076925,0.5591397849462366,0.5282051282051282,0.7180952380952381
frozenset({'Business Process Analysis'}),frozenset({'Management and Organizational Behavior'}),0.35,0.375,0.26,0.7428571428571429,1.980952380952381,1.0,0.12875000000000003,2.430555555555556,0.7618343195266274,0.5591397849462366,0.5885714285714286,0.7180952380952381
frozenset({'Business Process Analysis'}),frozenset({'Mobile Programming'}),0.35,0.34,0.235,0.6714285714285715,1.9747899159663866,1.0,0.11599999999999999,2.008695652173913,0.7594108019639935,0.5164835164835165,0.5021645021645023,0.6813025210084034
frozenset({'Mobile Programming'}),frozenset({'Business Process Analysis'}),0.34,0.35,0.235,0.6911764705882352,1.9747899159663864,1.0,0.11599999999999999,2.104761904761904,0.7479045776918118,0.5164835164835165,0.5248868778280541,0.6813025210084034
frozenset({'Multimedia Application Development'}),frozenset({'Business Process Analysis'}),0.37,0.35,0.255,0.6891891891891893,1.9691119691119694,1.0,0.1255,2.0913043478260875,0.7812013694366635,0.5483870967741936,0.5218295218295219,0.708880308880309
frozenset({'Business Process Analysis'}),frozenset({'Multimedia Application Development'}),0.35,0.37,0.255,0.7285714285714286,1.9691119691119694,1.0,0.1255,2.321052631578948,0.7571644042232277,0.5483870967741936,0.5691609977324265,0.708880308880309
frozenset({'Business Process Analysis'}),frozenset({'Probability and Statistic'}),0.35,0.38,0.26,0.7428571428571429,1.954887218045113,1.0,0.12700000000000003,2.4111111111111114,0.7514792899408286,0.5531914893617021,0.5852534562211982,0.7135338345864661
frozenset({'Probability and Statistic'}),frozenset({'Business Process Analysis'}),0.38,0.35,0.26,0.6842105263157895,1.954887218045113,1.0,0.12700000000000003,2.0583333333333336,0.7878411910669977,0.5531914893617021,0.51417004048583,0.7135338345864661
frozenset({'Calculus'}),frozenset({'Computer Organization and Architecture'}),0.38,0.355,0.27,0.7105263157894737,2.001482579688658,1.0,0.13510000000000003,2.228181818181818,0.8070489844683394,0.5806451612903226,0.551203590371277,0.735544848035582
frozenset({'Computer Organization and Architecture'}),frozenset({'Calculus'}),0.355,0.38,0.27,0.7605633802816902,2.0014825796886586,1.0,0.13510000000000003,2.589411764705883,0.7757680160780936,0.5806451612903226,0.6138119036801455,0.735544848035582
frozenset({'Deep Learning'}),frozenset({'Calculus'}),0.36,0.38,0.275,0.763888888888889,2.0102339181286553,1.0,0.13820000000000002,2.625882352941177,0.7852272727272728,0.5913978494623657,0.6191756272401434,0.7437865497076024
frozenset({'Calculus'}),frozenset({'Deep Learning'}),0.38,0.36,0.275,0.7236842105263158,2.0102339181286553,1.0,0.13820000000000002,2.3161904761904766,0.8105571847507331,0.5913978494623657,0.5682565789473685,0.7437865497076024
frozenset({'Calculus'}),frozenset({'Game Intelligence'}),0.38,0.325,0.245,0.6447368421052632,1.9838056680161942,1.0,0.12149999999999998,1.9000000000000001,0.7998683344305463,0.5326086956521738,0.47368421052631576,0.6992914979757086
frozenset({'Game Intelligence'}),frozenset({'Calculus'}),0.325,0.38,0.245,0.7538461538461538,1.9838056680161942,1.0,0.12149999999999998,2.51875,0.7346938775510203,0.5326086956521738,0.6029776674937966,0.6992914979757086
frozenset({'Calculus'}),frozenset({'Intelligent Robotics'}),0.38,0.345,0.265,0.6973684210526316,2.021357742181541,1.0,0.13390000000000002,2.164347826086957,0.8149726110772977,0.5760869565217392,0.5379670550421857,0.7327421815408086
frozenset({'Intelligent Robotics'}),frozenset({'Calculus'}),0.345,0.38,0.265,0.7681159420289856,2.021357742181541,1.0,0.13390000000000002,2.673750000000001,0.7714244562869077,0.5760869565217392,0.6259934548854607,0.7327421815408086
frozenset({'Calculus'}),frozenset({'Numerical Methods'}),0.38,0.39,0.31,0.8157894736842105,2.0917678812415654,1.0,0.1618,3.311428571428571,0.841831425598335,0.6739130434782609,0.6980155306298533,0.8053306342780027
frozenset({'Numerical Methods'}),frozenset({'Calculus'}),0.39,0.38,0.31,0.7948717948717948,2.0917678812415654,1.0,0.1618,3.022499999999999,0.8556319407720783,0.6739130434782609,0.6691480562448303,0.8053306342780027
frozenset({'Security Risk Management'}),frozenset({'Calculus'}),0.335,0.38,0.26,0.7761194029850746,2.04241948153967,1.0,0.1327,2.7693333333333334,0.7674956622325043,0.5714285714285714,0.6389022628791526,0.730164964650432
frozenset({'Calculus'}),frozenset({'Security Risk Management'}),0.38,0.335,0.26,0.6842105263157895,2.04241948153967,1.0,0.1327,2.1058333333333334,0.8232009925558313,0.5714285714285714,0.5251286110011871,0.730164964650432
frozenset({'Calculus'}),frozenset({'Software Engineering'}),0.38,0.385,0.275,0.7236842105263158,1.8796992481203008,1.0,0.1287,2.225714285714286,0.7548387096774194,0.5612244897959184,0.5507060333761232,0.7189849624060151
frozenset({'Software Engineering'}),frozenset({'Calculus'}),0.385,0.38,0.275,0.7142857142857143,1.8796992481203008,1.0,0.1287,2.17,0.7609756097560976,0.5612244897959184,0.5391705069124424,0.7189849624060151
frozenset({'Wireless and Mobile Programming'}),frozenset({'Calculus'}),0.39,0.38,0.285,0.7307692307692307,1.923076923076923,1.0,0.13679999999999998,2.3028571428571425,0.7868852459016393,0.5876288659793814,0.5657568238213398,0.7403846153846153
frozenset({'Calculus'}),frozenset({'Wireless and Mobile Programming'}),0.38,0.39,0.285,0.7499999999999999,1.9230769230769227,1.0,0.13679999999999998,2.439999999999999,0.7741935483870966,0.5876288659793814,0.5901639344262293,0.7403846153846153
frozenset({'Data Science Programming'}),frozenset({'Computer Networks and Security'}),0.345,0.365,0.24,0.6956521739130435,1.9058963668850506,1.0,0.11407500000000001,2.0864285714285713,0.7256679389312978,0.5106382978723404,0.5207120849024307,0.6765932102441929
frozenset({'Computer Networks and Security'}),frozenset({'Data Science Programming'}),0.365,0.345,0.24,0.6575342465753424,1.9058963668850506,1.0,0.11407500000000001,1.9125999999999999,0.7485236220472441,0.5106382978723404,0.4771515214890724,0.6765932102441929
frozenset({'Information System Analyst and Design'}),frozenset({'Computer Networks and Security'}),0.355,0.365,0.265,0.7464788732394367,2.045147597916265,1.0,0.13542500000000002,2.5047222222222234,0.7923065672078397,0.5824175824175825,0.6007541310857272,0.7362531352498554
frozenset({'Computer Networks and Security'}),frozenset({'Information System Analyst and Design'}),0.365,0.355,0.265,0.726027397260274,2.045147597916265,1.0,0.13542500000000002,2.3542500000000004,0.8047838359827664,0.5824175824175825,0.5752362748221302,0.7362531352498554
frozenset({'Machine Learning'}),frozenset({'Computer Networks and Security'}),0.37,0.365,0.265,0.7162162162162162,1.9622362088115513,1.0,0.12995,2.237619047619048,0.778376759508835,0.5638297872340426,0.5530964034901042,0.7211218067382451
frozenset({'Computer Networks and Security'}),frozenset({'Machine Learning'}),0.365,0.37,0.265,0.726027397260274,1.9622362088115513,1.0,0.12995,2.2995,0.7722478086465607,0.5638297872340426,0.5651228527940857,0.7211218067382451
frozenset({'Management and Organizational Behavior'}),frozenset({'Computer Networks and Security'}),0.375,0.365,0.28,0.7466666666666667,2.0456621004566213,1.0,0.14312500000000003,2.5065789473684212,0.817857142857143,0.6086956521739132,0.6010498687664042,0.7568949771689498
frozenset({'Computer Networks and Security'}),frozenset({'Management and Organizational Behavior'}),0.365,0.375,0.28,0.767123287671233,2.0456621004566213,1.0,0.14312500000000003,2.6838235294117654,0.8049775028121486,0.6086956521739132,0.6273972602739727,0.7568949771689498
frozenset({'Computer Networks and Security'}),frozenset({'Mobile Programming'}),0.365,0.34,0.245,0.6712328767123288,1.974214343271555,1.0,0.1209,2.0075,0.7771171460710269,0.5326086956521738,0.50186799501868,0.6959105560032232
frozenset({'Mobile Programming'}),frozenset({'Computer Networks and Security'}),0.34,0.365,0.245,0.7205882352941175,1.9742143432715549,1.0,0.1209,2.2726315789473674,0.7476808905380334,0.5326086956521738,0.5599814729041221,0.6959105560032232
frozenset({'Multimedia Application Development'}),frozenset({'Computer Networks and Security'}),0.37,0.365,0.28,0.7567567567567568,2.073306182895224,1.0,0.14495000000000002,2.610555555555556,0.8217120181405896,0.6153846153846155,0.6169397744200894,0.7619400222139949
frozenset({'Computer Networks and Security'}),frozenset({'Multimedia Application Development'}),0.365,0.37,0.28,0.767123287671233,2.0733061828952244,1.0,0.14495000000000002,2.7052941176470595,0.8152418447694039,0.6153846153846155,0.630354424874973,0.7619400222139949
frozenset({'Probability and Statistic'}),frozenset({'Computer Networks and Security'}),0.38,0.365,0.27,0.7105263157894737,1.946647440519106,1.0,0.13130000000000003,2.1936363636363634,0.7843488649940263,0.568421052631579,0.5441359303771239,0.725126171593367
frozenset({'Computer Networks and Security'}),frozenset({'Probability and Statistic'}),0.365,0.38,0.27,0.7397260273972603,1.946647440519106,1.0,0.13130000000000003,2.382105263157895,0.7658209390492856,0.568421052631579,0.5802032699955813,0.725126171593367
frozenset({'Deep Learning'}),frozenset({'Computer Organization and Architecture'}),0.36,0.355,0.255,0.7083333333333334,1.995305164319249,1.0,0.1272,2.2114285714285717,0.7794117647058824,0.5543478260869565,0.5478036175710596,0.7133215962441315
frozenset({'Computer Organization and Architecture'}),frozenset({'Deep Learning'}),0.355,0.36,0.255,0.7183098591549296,1.995305164319249,1.0,0.1272,2.2720000000000002,0.7733698130414957,0.5543478260869565,0.5598591549295775,0.7133215962441315
frozenset({'Computer Organization and Architecture'}),frozenset({'Game Intelligence'}),0.355,0.325,0.21,0.5915492957746479,1.8201516793066088,1.0,0.094625,1.6525862068965518,0.6985972683647103,0.4468085106382979,0.3948878455920709,0.618851570964247
frozenset({'Game Intelligence'}),frozenset({'Computer Organization and Architecture'}),0.325,0.355,0.21,0.6461538461538461,1.8201516793066088,1.0,0.094625,1.8228260869565214,0.6675485008818342,0.4468085106382979,0.45140131186642807,0.618851570964247
frozenset({'Computer Organization and Architecture'}),frozenset({'Intelligent Robotics'}),0.355,0.345,0.225,0.6338028169014085,1.8371096142069814,1.0,0.10252500000000002,1.7886538461538464,0.7064599483204136,0.4736842105263158,0.44092033114718854,0.6429883649724435
frozenset({'Intelligent Robotics'}),frozenset({'Computer Organization and Architecture'}),0.345,0.355,0.225,0.6521739130434784,1.8371096142069814,1.0,0.10252500000000002,1.8543750000000008,0.695674300254453,0.4736842105263158,0.4607347489046177,0.6429883649724435
frozenset({'Computer Organization and Architecture'}),frozenset({'Numerical Methods'}),0.355,0.39,0.275,0.7746478873239437,1.9862766341639582,1.0,0.13655000000000003,2.706875000000001,0.7698379140239606,0.5851063829787235,0.6305703070884323,0.7398880462260744
frozenset({'Numerical Methods'}),frozenset({'Computer Organization and Architecture'}),0.39,0.355,0.275,0.7051282051282052,1.9862766341639584,1.0,0.13655000000000003,2.1873913043478264,0.8140089418777945,0.5851063829787235,0.5428344265553569,0.7398880462260744
frozenset({'Security Risk Management'}),frozenset({'Computer Organization and Architecture'}),0.335,0.355,0.225,0.6716417910447761,1.8919487071683834,1.0,0.106075,1.9643181818181814,0.7089390142021721,0.48387096774193555,0.49091750549577684,0.6527223039730923
frozenset({'Computer Organization and Architecture'}),frozenset({'Security Risk Management'}),0.355,0.335,0.225,0.6338028169014085,1.8919487071683834,1.0,0.106075,1.8159615384615388,0.7309216192937124,0.48387096774193555,0.4493275442126443,0.6527223039730923
frozenset({'Computer Organization and Architecture'}),frozenset({'Software Engineering'}),0.355,0.385,0.26,0.7323943661971831,1.9023230290835924,1.0,0.12332500000000002,2.298157894736842,0.7353905784138343,0.5416666666666667,0.564868888125501,0.7038595207609293
frozenset({'Software Engineering'}),frozenset({'Computer Organization and Architecture'}),0.385,0.355,0.26,0.6753246753246753,1.9023230290835926,1.0,0.12332500000000002,1.9866000000000001,0.7712632895559726,0.5416666666666667,0.4966274036041478,0.7038595207609293
frozenset({'Wireless and Mobile Programming'}),frozenset({'Computer Organization and Architecture'}),0.39,0.355,0.28,0.717948717948718,2.022390754785121,1.0,0.14155000000000004,2.286818181818182,0.8287470725995318,0.6021505376344087,0.5627111906181674,0.7533405561574575
frozenset({'Computer Organization and Architecture'}),frozenset({'Wireless and Mobile Programming'}),0.355,0.39,0.28,0.7887323943661972,2.022390754785121,1.0,0.14155000000000004,2.887333333333334,0.7837763012181619,0.6021505376344087,0.6536596628954053,0.7533405561574575
frozenset({'Information System Analyst and Design'}),frozenset({'Data Science Programming'}),0.355,0.345,0.22,0.619718309859155,1.7962849561134928,1.0,0.09752500000000001,1.7224074074074078,0.687279774489077,0.45833333333333337,0.419417266960542,0.6286997346397225
frozenset({'Data Science Programming'}),frozenset({'Information System Analyst and Design'}),0.345,0.355,0.22,0.6376811594202899,1.7962849561134928,1.0,0.09752500000000001,1.7802000000000002,0.6767869535045108,0.45833333333333337,0.43826536344230993,0.6286997346397225
frozenset({'Machine Learning'}),frozenset({'Data Science Programming'}),0.37,0.345,0.25,0.6756756756756757,1.9584802193497846,1.0,0.12235000000000001,2.0195833333333333,0.7768253968253969,0.5376344086021506,0.5048483598101918,0.700156678417548
frozenset({'Data Science Programming'}),frozenset({'Machine Learning'}),0.345,0.37,0.25,0.7246376811594204,1.9584802193497848,1.0,0.12235000000000001,2.287894736842106,0.7471755725190841,0.5376344086021506,0.5629169542213023,0.700156678417548
frozenset({'Management and Organizational Behavior'}),frozenset({'Data Science Programming'}),0.375,0.345,0.245,0.6533333333333333,1.8937198067632852,1.0,0.115625,1.8894230769230769,0.7551020408163265,0.5157894736842106,0.4707379134860051,0.6817391304347826
frozenset({'Data Science Programming'}),frozenset({'Management and Organizational Behavior'}),0.345,0.375,0.245,0.7101449275362319,1.8937198067632852,1.0,0.115625,2.1562500000000004,0.7205172145193955,0.5157894736842106,0.5362318840579711,0.6817391304347826
frozenset({'Data Science Programming'}),frozenset({'Mobile Programming'}),0.345,0.34,0.22,0.6376811594202899,1.8755328218243819,1.0,0.1027,1.8216,0.7126995142262318,0.4731182795698924,0.451032059727712,0.6423699914748509
frozenset({'Mobile Programming'}),frozenset({'Data Science Programming'}),0.34,0.345,0.22,0.6470588235294117,1.8755328218243819,1.0,0.1027,1.855833333333333,0.7073002754820937,0.4731182795698924,0.4611585092052087,0.6423699914748509
frozenset({'Multimedia Application Development'}),frozenset({'Data Science Programming'}),0.37,0.345,0.26,0.7027027027027027,2.0368194281237764,1.0,0.13235000000000002,2.2031818181818186,0.8079975579975581,0.5714285714285715,0.5461109964926759,0.72816294555425
frozenset({'Data Science Programming'}),frozenset({'Multimedia Application Development'}),0.345,0.37,0.26,0.7536231884057972,2.0368194281237764,1.0,0.13235000000000002,2.557058823529413,0.7771579565472696,0.5714285714285715,0.6089256958822178,0.72816294555425
frozenset({'Probability and Statistic'}),frozenset({'Data Science Programming'}),0.38,0.345,0.25,0.6578947368421053,1.906941266209001,1.0,0.1189,1.914615384615385,0.7670967741935484,0.5263157894736842,0.47770188830855775,0.6912662090007629
frozenset({'Data Science Programming'}),frozenset({'Probability and Statistic'}),0.345,0.38,0.25,0.7246376811594204,1.906941266209001,1.0,0.1189,2.251578947368422,0.7261068702290077,0.5263157894736842,0.5558672276764846,0.6912662090007629
frozenset({'Deep Learning'}),frozenset({'Game Intelligence'}),0.36,0.325,0.235,0.6527777777777778,2.0085470085470085,1.0,0.118,1.9440000000000002,0.7845744680851063,0.5222222222222221,0.48559670781893,0.6879273504273504
frozenset({'Game Intelligence'}),frozenset({'Deep Learning'}),0.325,0.36,0.235,0.7230769230769231,2.0085470085470085,1.0,0.118,2.311111111111111,0.7438928289992119,0.5222222222222221,0.5673076923076923,0.6879273504273504
frozenset({'Deep Learning'}),frozenset({'Intelligent Robotics'}),0.36,0.345,0.245,0.6805555555555556,1.9726247987117556,1.0,0.1208,2.0504347826086957,0.7704081632653061,0.532608695652174,0.5122985581000848,0.6953502415458938
frozenset({'Intelligent Robotics'}),frozenset({'Deep Learning'}),0.345,0.36,0.245,0.7101449275362319,1.9726247987117553,1.0,0.1208,2.208,0.7527652282286961,0.532608695652174,0.5471014492753624,0.6953502415458938
frozenset({'Deep Learning'}),frozenset({'Numerical Methods'}),0.36,0.39,0.28,0.7777777777777779,1.9943019943019946,1.0,0.13960000000000003,2.7450000000000014,0.7790178571428572,0.5957446808510639,0.6357012750455375,0.7478632478632479
frozenset({'Numerical Methods'}),frozenset({'Deep Learning'}),0.39,0.36,0.28,0.717948717948718,1.9943019943019944,1.0,0.13960000000000003,2.269090909090909,0.8173302107728339,0.5957446808510639,0.5592948717948718,0.7478632478632479
frozenset({'Security Risk Management'}),frozenset({'Deep Learning'}),0.335,0.36,0.225,0.6716417910447761,1.8656716417910446,1.0,0.1044,1.9490909090909088,0.6977443609022557,0.47872340425531906,0.4869402985074626,0.648320895522388
frozenset({'Deep Learning'}),frozenset({'Security Risk Management'}),0.36,0.335,0.225,0.625,1.8656716417910446,1.0,0.1044,1.7733333333333334,0.725,0.47872340425531906,0.4360902255639097,0.648320895522388
frozenset({'Deep Learning'}),frozenset({'Software Engineering'}),0.36,0.385,0.26,0.7222222222222223,1.8759018759018762,1.0,0.12140000000000001,2.214000000000001,0.7295673076923076,0.5360824742268041,0.5483288166214997,0.6987734487734488
